deck_id,deck_name,archetype,card_id,card_name,card_class,card_type,expansion,collection_no,is_ace_spec,is_basic_pokemon,quantity
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1122,Pokégear 3.0,Trainer,ITEM,SVI,186,False,False,3
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1123,Switch,Trainer,ITEM,SVI,194,False,False,1
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1152,Poké Pad,Trainer,ITEM,POR,81,False,False,4
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1171,Hop’s Choice Band,Trainer,TOOL,JTG,148,False,False,4
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1174,Air Balloon,Trainer,TOOL,BLK,79,False,False,1
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False,3
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1193,Hassel,Trainer,SUPPORTER,TWM,151,False,False,2
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1209,Ruffian,Trainer,SUPPORTER,JTG,157,False,False,1
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1219,Team Rocket's Petrel,Trainer,SUPPORTER,DRI,176,False,False,4
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False,4
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1255,Postwick,Trainer,STADIUM,JTG,154,False,False,4
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,2,Basic {R} Energy,Energy,BASIC_ENERGY,SVE,2,False,False,3
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,11,Mist Energy,Energy,SPECIAL_ENERGY,TEF,161,False,False,4
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,13,Enriching Energy,Energy,SPECIAL_ENERGY,SSP,191,True,False,1
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,65,Dunsparce,Pokemon,POKEMON,TEF,128,False,True,2
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,66,Dudunsparce,Pokemon,POKEMON,TEF,129,False,False,3
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,109,Abra,Pokemon,POKEMON,TWM,80,False,True,1
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,174,Fan Rotom,Pokemon,POKEMON,SCR,118,False,True,1
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,305,Dunsparce,Pokemon,POKEMON,JTG,120,False,True,2
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,758,Buneary,Pokemon,POKEMON,MEG,107,False,True,1
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,791,Moltres,Pokemon,POKEMON,PFL,14,False,True,1
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,848,Buneary,Pokemon,POKEMON,PFL,83,False,True,2
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,849,Mega Lopunny ex,Pokemon,POKEMON,PFL,84,False,False,3
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,1086,Buddy-Buddy Poffin,Trainer,ITEM,TEF,144,False,False,3
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False,4
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,1122,Pokégear 3.0,Trainer,ITEM,SVI,186,False,False,4
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,1152,Poké Pad,Trainer,ITEM,POR,81,False,False,4
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,1174,Air Balloon,Trainer,TOOL,BLK,79,False,False,3
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False,4
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,1225,Hilda,Trainer,SUPPORTER,WHT,84,False,False,4
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False,3
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,1229,Wally's Compassion,Trainer,SUPPORTER,MEG,132,False,False,4
EX_09,Mega Lopunny / Dudunsparce / Battle Cage,Mega Lopunny Battle Cage tempo,1264,Battle Cage,Trainer,STADIUM,PFL,85,False,False,3
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,6,Basic {F} Energy,Energy,BASIC_ENERGY,SVE,6,False,False,12
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,142,Genesect,Pokemon,POKEMON,SFA,40,False,True,1
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,673,Makuhita,Pokemon,POKEMON,MEG,72,False,True,2
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,674,Hariyama,Pokemon,POKEMON,MEG,73,False,False,2
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,675,Lunatone,Pokemon,POKEMON,MEG,74,False,True,2
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,676,Solrock,Pokemon,POKEMON,MEG,75,False,True,3
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,677,Riolu,Pokemon,POKEMON,MEG,76,False,True,3
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,678,Mega Lucario ex,Pokemon,POKEMON,MEG,77,False,False,3
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,1071,Meowth ex,Pokemon,POKEMON,POR,62,False,True,1
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False,4
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,1123,Switch,Trainer,ITEM,SVI,194,False,False,2
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,1141,Premium Power Pro,Trainer,ITEM,MEG,124,False,False,4
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,1142,Fighting Gong,Trainer,ITEM,MEG,116,False,False,4
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,1152,Poké Pad,Trainer,ITEM,POR,81,False,False,4
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,1158,Maximum Belt,Trainer,TOOL,TEF,154,True,False,1
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,1174,Air Balloon,Trainer,TOOL,BLK,79,False,False,2
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False,2
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,1199,Lacey,Trainer,SUPPORTER,SCR,139,False,False,1
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,1213,Judge,Trainer,SUPPORTER,SVI,176,False,False,2
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False,4
EX_10,Mega Lucario / Fighting Box,Mega Lucario Fighting toolbox,1252,Gravity Mountain,Trainer,STADIUM,SSP,177,False,False,1
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,15,Team Rocket's Energy,Energy,SPECIAL_ENERGY,DRI,182,False,False,4
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,17,Ignition Energy,Energy,SPECIAL_ENERGY,WHT,86,False,False,4
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,414,Team Rocket's Articuno,Pokemon,POKEMON,DRI,51,False,True,2
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,463,Team Rocket's Murkrow,Pokemon,POKEMON,DRI,127,False,True,4
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,473,Team Rocket's Porygon,Pokemon,POKEMON,DRI,153,False,True,2
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,474,Team Rocket's Porygon2,Pokemon,POKEMON,DRI,154,False,False,1
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,891,Team Rocket's Honchkrow,Pokemon,POKEMON,ASC,127,False,False,3
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,1077,Roto-Stick,Trainer,ITEM,PRE,127,False,False,4
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False,3
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,1109,Miracle Headset,Trainer,ITEM,SSP,183,True,False,1
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False,1
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,1134,Team Rocket's Transceiver,Trainer,ITEM,DRI,178,False,False,4
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,1152,Poké Pad,Trainer,ITEM,POR,81,False,False,4
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,1216,Team Rocket's Ariana,Trainer,SUPPORTER,DRI,171,False,False,4
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,1217,Team Rocket's Archer,Trainer,SUPPORTER,DRI,170,False,False,4
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,1218,Team Rocket's Giovanni,Trainer,SUPPORTER,DRI,174,False,False,4
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,1219,Team Rocket's Petrel,Trainer,SUPPORTER,DRI,176,False,False,4
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,1220,Team Rocket's Proton,Trainer,SUPPORTER,DRI,177,False,False,4
EX_11,Team Rocket's Honchkrow / Porygon,Team Rocket Honchkrow control,1257,Team Rocket's Factory,Trainer,STADIUM,DRI,173,False,False,3
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1,Basic {G} Energy,Energy,BASIC_ENERGY,SVE,1,False,False,5
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,73,Rellor,Pokemon,POKEMON,TEF,23,False,True,1
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,74,Rabsca,Pokemon,POKEMON,TEF,24,False,False,1
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,89,Grookey,Pokemon,POKEMON,TWM,14,False,True,4
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,90,Thwackey,Pokemon,POKEMON,TWM,15,False,False,4
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,93,Dipplin,Pokemon,POKEMON,TWM,18,False,False,3
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,100,Goldeen,Pokemon,POKEMON,TWM,44,False,True,2
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,149,Applin,Pokemon,POKEMON,SCR,12,False,True,4
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,235,Budew,Pokemon,POKEMON,PRE,4,False,True,1
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,240,Seaking,Pokemon,POKEMON,PRE,21,False,False,1
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1086,Buddy-Buddy Poffin,Trainer,ITEM,TEF,144,False,False,4
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1094,Bug Catching Set,Trainer,ITEM,TWM,143,False,False,4
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False,2
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1123,Switch,Trainer,ITEM,SVI,194,False,False,1
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1129,Sacred Ash,Trainer,ITEM,DRI,168,False,False,1
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1152,Poké Pad,Trainer,ITEM,POR,81,False,False,4
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1158,Maximum Belt,Trainer,TOOL,TEF,154,True,False,1
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1174,Air Balloon,Trainer,TOOL,BLK,79,False,False,1
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1175,Brave Bangle,Trainer,TOOL,WHT,80,False,False,1
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False,3
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1184,Lana’s Aid,Trainer,SUPPORTER,TWM,155,False,False,1
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1191,Kieran,Trainer,SUPPORTER,TWM,154,False,False,1
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1211,Black Belt’s Training,Trainer,SUPPORTER,PRE,96,False,False,1
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False,4
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1231,Dawn,Trainer,SUPPORTER,PFL,87,False,False,1
EX_12,Festival Lead / Dipplin / Thwackey,Festival Lead single-Prize swarm,1245,Festival Grounds,Trainer,STADIUM,TWM,149,False,False,4
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,1,Basic {G} Energy,Energy,BASIC_ENERGY,SVE,1,False,False,8
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,3,Basic {W} Energy,Energy,BASIC_ENERGY,SVE,3,False,False,1
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,4,Basic {L} Energy,Energy,BASIC_ENERGY,SVE,4,False,False,2
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False,2
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,6,Basic {F} Energy,Energy,BASIC_ENERGY,SVE,6,False,False,2
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,56,Flutter Mane,Pokemon,POKEMON,TEF,78,False,True,1
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,63,Raging Bolt ex,Pokemon,POKEMON,TEF,123,False,True,2
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,96,Teal Mask Ogerpon ex,Pokemon,POKEMON,TWM,25,False,True,3
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,108,Wellspring Mask Ogerpon ex,Pokemon,POKEMON,TWM,64,False,True,1
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,140,Fezandipiti ex,Pokemon,POKEMON,SFA,38,False,True,1
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,184,Latias ex,Pokemon,POKEMON,SSP,76,False,True,2
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,209,Chien-Pao,Pokemon,POKEMON,SSP,56,False,True,1
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,272,Lillie’s Clefairy ex,Pokemon,POKEMON,JTG,56,False,True,1
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,756,Mega Kangaskhan ex,Pokemon,POKEMON,MEG,104,False,True,3
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,978,Passimian,Pokemon,POKEMON,SSP,111,False,True,1
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,1071,Meowth ex,Pokemon,POKEMON,POR,62,False,True,3
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,1080,Unfair Stamp,Trainer,ITEM,TWM,165,True,False,1
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False,2
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,1098,Glass Trumpet,Trainer,ITEM,SCR,135,False,False,2
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,1116,Energy Switch,Trainer,ITEM,SVI,173,False,False,4
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False,4
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False,2
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,1188,Ciphermaniac’s Codebreaking,Trainer,SUPPORTER,TEF,145,False,False,1
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,1198,Crispin,Trainer,SUPPORTER,SCR,133,False,False,4
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,1205,Cyrano,Trainer,SUPPORTER,SSP,170,False,False,2
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False,1
EX_13,Raging Bolt / Ogerpon / Area Zero,Raging Bolt Ogerpon turbo,1250,Area Zero Underdepths,Trainer,STADIUM,SCR,131,False,False,3
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,6,Basic {F} Energy,Energy,BASIC_ENERGY,SVE,6,False,False,5
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,19,Telepath Psychic Energy,Energy,SPECIAL_ENERGY,POR,87,False,False,4
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,341,Cynthia's Roselia,Pokemon,POKEMON,DRI,7,False,True,4
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,342,Cynthia's Roserade,Pokemon,POKEMON,DRI,8,False,False,3
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,379,Cynthia's Gible,Pokemon,POKEMON,DRI,102,False,True,4
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,380,Cynthia's Gabite,Pokemon,POKEMON,DRI,103,False,False,4
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,381,Cynthia's Garchomp ex,Pokemon,POKEMON,DRI,104,False,False,3
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,387,Cynthia's Spiritomb,Pokemon,POKEMON,DRI,129,False,True,1
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,1080,Unfair Stamp,Trainer,ITEM,TWM,165,True,False,1
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,1086,Buddy-Buddy Poffin,Trainer,ITEM,TEF,144,False,False,4
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,1122,Pokégear 3.0,Trainer,ITEM,SVI,186,False,False,2
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,1123,Switch,Trainer,ITEM,SVI,194,False,False,1
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,1141,Premium Power Pro,Trainer,ITEM,MEG,124,False,False,2
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,1142,Fighting Gong,Trainer,ITEM,MEG,116,False,False,3
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,1152,Poké Pad,Trainer,ITEM,POR,81,False,False,4
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,1173,Cynthia's Power Weight,Trainer,TOOL,DRI,162,False,False,4
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False,4
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,1206,Larry’s Skill,Trainer,SUPPORTER,PRE,115,False,False,2
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,1219,Team Rocket's Petrel,Trainer,SUPPORTER,DRI,176,False,False,1
EX_14,Cynthia's Garchomp / Roserade,Cynthia Garchomp midrange,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False,4
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,6,Basic {F} Energy,Energy,BASIC_ENERGY,SVE,6,False,False,9
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,12,Legacy Energy,Energy,SPECIAL_ENERGY,TWM,167,True,False,1
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,16,Prism Energy,Energy,SPECIAL_ENERGY,BLK,86,False,False,4
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,112,Munkidori,Pokemon,POKEMON,TWM,95,False,True,1
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,116,Okidogi,Pokemon,POKEMON,TWM,111,False,True,3
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,117,Cornerstone Mask Ogerpon ex,Pokemon,POKEMON,TWM,112,False,True,1
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,135,Bloodmoon Ursaluna,Pokemon,POKEMON,SFA,25,False,True,1
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,675,Lunatone,Pokemon,POKEMON,MEG,74,False,True,2
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,676,Solrock,Pokemon,POKEMON,MEG,75,False,True,3
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,791,Moltres,Pokemon,POKEMON,PFL,14,False,True,1
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1051,Binacle,Pokemon,POKEMON,POR,42,False,True,2
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1052,Barbaracle,Pokemon,POKEMON,POR,43,False,False,2
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False,2
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1118,Energy Retrieval,Trainer,ITEM,SVI,171,False,False,1
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1122,Pokégear 3.0,Trainer,ITEM,SVI,186,False,False,2
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1142,Fighting Gong,Trainer,ITEM,MEG,116,False,False,4
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1152,Poké Pad,Trainer,ITEM,POR,81,False,False,4
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1174,Air Balloon,Trainer,TOOL,BLK,79,False,False,2
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False,3
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1187,Morty’s Conviction,Trainer,SUPPORTER,TEF,155,False,False,2
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1188,Ciphermaniac’s Codebreaking,Trainer,SUPPORTER,TEF,145,False,False,1
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False,4
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1238,Tarragon,Trainer,SUPPORTER,POR,85,False,False,2
EX_15,Okidogi / Barbaracle / Battle Cage,Okidogi Battle Cage bruiser,1264,Battle Cage,Trainer,STADIUM,PFL,85,False,False,3
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,3,Basic {W} Energy,Energy,BASIC_ENERGY,SVE,3,False,False,3
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False,1
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,7,Basic {D} Energy,Energy,BASIC_ENERGY,SVE,7,False,False,3
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,12,Legacy Energy,Energy,SPECIAL_ENERGY,TWM,167,True,False,1
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,17,Ignition Energy,Energy,SPECIAL_ENERGY,WHT,86,False,False,2
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,65,Dunsparce,Pokemon,POKEMON,TEF,128,False,True,1
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,66,Dudunsparce,Pokemon,POKEMON,TEF,129,False,False,2
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,104,Froslass,Pokemon,POKEMON,TWM,53,False,False,2
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,112,Munkidori,Pokemon,POKEMON,TWM,95,False,True,3
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,235,Budew,Pokemon,POKEMON,PRE,4,False,True,1
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,305,Dunsparce,Pokemon,POKEMON,JTG,120,False,True,1
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,306,Dudunsparce ex,Pokemon,POKEMON,JTG,121,False,False,1
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,860,Snorunt,Pokemon,POKEMON,ASC,46,False,True,3
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,861,Mega Froslass ex,Pokemon,POKEMON,ASC,47,False,False,2
EX_16,Mega Starmie / Mega Froslass / Munkidori,Mega Starmie Froslass damage-counter combo,1030,Staryu,Pokemon,POKEMON,POR,20,False,True,2
